仕舞い,シマイ
新発意,シンボチ
幼友だち,オサナトモダチ
おかげ,オカゲ
土埃,ツチボコリ
漫ろごころ,ソゾロゴコロ
番外地,バンガイチ
見かけ,ミカケ
石炭殻,セキタンガラ
工数,コウスウ
家例,カレイ
当て推量,アテズイリョウ
試験管,シケンカン
奇巖,キガン
カスタード,カスタード
親馬鹿,オヤバカ
頂点,チョウテン
ばい菌,バイキン
クグイ,クグイ
プライムレート,プライムレート
がい然性,ガイゼンセイ
雪原,セツゲン
絵師,エシ
付立画,ツイタテガ
ロータリー,ロータリー
ケリ,ケリ
一式,イッシキ
ねじ,ネジ
デーテル,デーテル
荷受,ニウケ
賃貸借,チンタイシャク
羅紗,ラシャ
場代,バダイ
名称,メイショウ
風変わり,フウガワリ
遁辞,トンジ
埋めこみ,ウメコミ
ムッシュー,ムッシュー
人力,ジンリキ
人力,ジンリョク
マージ,マージ
ディダクティブ,ディダクティブ
含笑い,フクミワライ
ポアソン,ポアソン
平易,ヘイイ
若書き,ワカガキ
おおざと,オオザト
塩浜,シオハマ
四角形,シカッケイ
尚歯,ショウシ
家格,カカク
駢儷,ベンレイ
表慶,ヒョウケイ
御天道様,オテントサマ
鰻重,ウナジュウ
卑語,ヒゴ
小身,ショウシン
よそ,ヨソ
二枚舌,ニマイジタ
馬料,バリョウ
ピジャマ,ピジャマ
余談,ヨダン
ちんちくりん,チンチクリン
再再,サイサイ
謝辞,シャジ
胃弱,イジャク
ビットスライスマイクロプロセッサ,ビットスライスマイクロプロセッサ
別報,ベッポウ
鉢の子,ハチノコ
いっ過,イッカ
買い急ぎ,カイイソギ
夜気,ヤキ
秋興,シュウキョウ
ケイ素,ケイソ
大尉,タイイ
病人,ビョウニン
セダン,セダン
確固,カッコ
札つき,フダツキ
手足れ,テダレ
バチルス,バチルス
濃緑,コミドリ
真俗,シンゾク
張紙,ハリガミ
助員,ジョイン
流域,リュウイキ
双方向,ソウホウコウ
武事,ブジ
ドン,ドン
教研集会,キョウケンシュウカイ
王法,オウホウ
ミサイル,ミサイル
野性,ヤセイ
掛け持ち,カケモチ
耐え,タエ
手切れ,テギレ
咽喉,インコウ
地震,ジシン
近代詩,キンダイシ
マスト,マスト
総有,ソウユウ
オガタマノキ,オガタマノキ
霜ふり,シモフリ
復文,フクブン
足技,アシワザ
ジラフ,ジラフ
弓手,ユンデ
道交法,ドウコウホウ
鋸,ノコ
鋸,ノコギリ
カレイ,カレイ
終止符,シュウシフ
輪状,リンジョウ
水ガラス,ミズガラス
四目垣,ヨツメガキ
質,シツ
質,タチ
本科,ホンカ
太平,タイヘイ
カートン,カートン
こわ談判,コワダンパン
女優,ジョユウ
焼き印,ヤキイン
優形,ヤサガタ
酒豪,シュゴウ
先夫,センプ
霊夢,レイム
吏吐,リト
藤葛,フジカズラ
梅ぼし,ウメボシ
やり玉,ヤリダマ
稠密,チョウミツ
稠密,チュウミツ
孤閨,コケイ
良友,リョウユウ
詩箋,シセン
来しな,キシナ
後廻し,アトマワシ
売れ残り,ウレノコリ
出汁,ダシ
菩提所,ボダイショ
ガーデン,ガーデン
出突っぱり,デヅッパリ
農産,ノウサン
フユウ,フユウ
俳論,ハイロン
炬燵,コタツ
綱手,ツナデ
柳眉,リュウビ
九曜,クヨウ
くじら,クジラ
性向,セイコウ
九牛,キュウギュウ
脳裡,ノウリ
譲受人,ユズリウケニン
勧善懲悪,カンゼンチョウアク
不精ひげ,ブショウヒゲ
フェイス,フェイス
盃洗,ハイセン
ハンドラ,ハンドラ
紬,ツムギ
ベテラン,ベテラン
江戸ッ子,エドッコ
タニシ,タニシ
貰い子,モライゴ
機長,キチョウ
行き,イキ
行き,ユキ
単位メッシュ,タンイメッシュ
しり馬,シリウマ
顎骨,ガッコツ
龜甲,キッコウ
媚態,ビタイ
莢,サヤ
張りぼて,ハリボテ
肛門,コウモン
上辺,ウワベ
上辺,ジョウヘン
都々逸,ドドイツ
年の瀬,トシノセ
淵瀬,フチセ
ミンボー,ミンボー
親展,シンテン
一丁字,イッテイジ
強敵,キョウテキ
大喪,タイソウ
けむ,ケム
ハイペース,ハイペース
皆既蝕,カイキショク
桑弓,クワユミ
厩舎,キュウシャ
丁重,テイチョウ
八幡西,ハチマンニシ
ロケ,ロケ
核弾頭,カクダントウ
肌触り,ハダザワリ
秋海棠,シュウカイドウ
なぜだか,ナゼダカ
東天,トウテン
生き写し,イキウツシ
元気印,ゲンキジルシ
鴬餅,ウグイスモチ
加里,カリ
空き家,アキヤ
版画,ハンガ
鼻っつら,ハナッツラ
散歩道,サンポミチ
一刀彫,イットウボリ
佳節,カセツ
借手,カリテ
養嗣子,ヨウシシ
夏時間,ナツジカン
母型,ボケイ
バティック,バティック
硅藻土,ケイソウド
ご来光,ゴライコウ
手紙,テガミ
船橋,センキョウ
船橋,フナバシ
貝焼き,カイヤキ
格物致知,カクブツチチ
釜敷き,カマシキ
賊徒,ゾクト
やりがい,ヤリガイ
露霜,ツユジモ
駁説,バクセツ
惑星,ワクセイ
楽人,ガクジン
底意地,ソコイジ
フーガ,フーガ
抗ヒスタミン剤,コウヒスタミンザイ
火力,カリョク
ウエストボール,ウエストボール
えんび,エンビ
ターミネート,ターミネート
土牢,ツチロウ
はがき,ハガキ
しだ,シダ
プリムラ,プリムラ
ろうけつ染め,ロウケツゾメ
親許,オヤモト
ムチ,ムチ
室,シツ
室,ムロ
スペード,スペード
そう病,ソウビョウ
イーグル,イーグル
バッティング,バッティング
老臣,ロウシン
当たり障り,アタリサワリ
遺句集,イクシュウ
レーン,レーン
ハチ密,ハチミツ
ヒビ,ヒビ
腕比べ,ウデクラベ
デバイス,デバイス
水黽,アメンボ
廃坑,ハイコウ
多様,タヨウ
属官,ゾッカン
私企業,シキギョウ
口真似,クチマネ
抜き糸,ヌキイト
機織虫,ハタオリムシ
日子,ニッシ
鳩尾,ミズオチ
鳩尾,ミゾオチ
ベンゾール,ベンゾール
フレキシブルディスク,フレキシブルディスク
綸言,リンゲン
短編,タンペン
年忌,ネンキ
口座,コウザ
有向道,ユウコウドウ
代物,シロモノ
代物,ダイブツ
取肴,トリザカナ
ヒゲペンギン,ヒゲペンギン
人少な,ヒトズクナ
皇宮,コウグウ
大部,タイブ
ヤケっぱち,ヤケッパチ
橋懸り,ハシガカリ
縹色,ハナダイロ
大元帥,ダイゲンスイ
逆賊,ギャクゾク
まがい物,マガイモノ
なりふり,ナリフリ
うん気,ウンキ
閥族,バツゾク
両足,リョウアシ
きば,キバ
七竃,ナナカマド
講料,コウリョウ
シンドローム,シンドローム
日偏,ヒヘン
マキシマム,マキシマム
寸土,スンド
ノースリーブ,ノースリーブ
きりん,キリン
湿式,シッシキ
子ども,コドモ
判取帳,ハントリチョウ
爪掛,ツマガケ
開巻,カイカン
ウィントナー,ウィントナー
渡り鳥,ワタリドリ
長幼,チョウヨウ
情勢,ジョウセイ
椀盛り,ワンモリ
テーゼ,テーゼ
百戦錬磨,ヒャクセンレンマ
谺,コダマ
軽輩,ケイハイ
日蔭の葛,ヒカゲノカズラ
政客,セイカク
流亡,リュウボウ
狂女,キョウジョ
少閑,ショウカン
レジャー,レジャー
友達,トモダチ
買いオペ,カイオペ
忠,チュウ
半日,ハンニチ
マスター,マスター
下検分,シタケンブン
検事,ケンジ
クラリネット,クラリネット
前頭,ゼントウ
前頭,マエガシラ
ブックエンド,ブックエンド
油揚げ,アブラアゲ
急ピッチ,キュウピッチ
衿元,エリモト
成因,セイイン
著名,チョメイ
華客,カカク
老婦,ロウフ
葛折,ツヅラオリ
ディスプレー,ディスプレー
能事,ノウジ
専守防衛,センシュボウエイ
浄土変相,ジョウドヘンゾウ
大輪,タイリン
大輪,ダイリン
とろ火,トロビ
治略,チリャク
本官,ホンカン
醜類,シュウルイ
不測,フソク
滅相,メッソウ
願い,ネガイ
強談判,コワダンパン
麦芽糖,バクガトウ
戒め,イマシメ
学歴,ガクレキ
シュプレヒコール,シュプレヒコール
原野,ゲンヤ
ヒレ,ヒレ
角髪,ミズラ
竹竿,タケザオ
五経,ゴキョウ
ダーリン,ダーリン
好捕,コウホ
オモチャ,オモチャ
萌葱色,モエギイロ
集魚灯,シュウギョトウ
まっただなか,マッタダナカ
かつお節,カツオブシ
実株,ジツカブ
塩釜,シオガマ
神話,シンワ
不入り,フイリ
過失,カシツ
這松,ハイマツ
禅宗,ゼンシュウ
尼僧,ニソウ
細形銅剣,ホソガタドウケン
嘖々,サクサク
縞蚊,シマカ
リーゼント,リーゼント
丸抱え,マルガカエ
ペア,ペア
常世国,トコヨノクニ
エーカー,エーカー
牡丹,ボタン
迷い児,マイゴ
コメクイムシ,コメクイムシ
球審,キュウシン
にぎり飯,ニギリメシ
月刊,ゲッカン
借り数,カリスウ
ユリカモメ,ユリカモメ
産前,サンゼン
窪地,クボチ
諸膝,モロヒザ
下界,ゲカイ
シュンラン,シュンラン
そぎ板,ソギイタ
公労法,コウロウホウ
絹張り,キヌバリ
警棒,ケイボウ
表向き,オモテムキ
兵戈,ヘイカ
助辞,ジョジ
買薬,カイグスリ
なぐり込み,ナグリコミ
さき,サキ
孫,マゴ
瑞相,ズイソウ
お下げ髪,オサゲガミ
汽とう,キトウ
重化学,ジュウカガク
協業化,キョウギョウカ
渡り,ワタリ
黄櫨,ハゼ
黄櫨,ハゼノキ
円座,エンザ
眉,マユ
馴染,ナジミ
胚珠,ハイシュ
京舞,キョウマイ
フレンド,フレンド
極楽鳥,ゴクラクチョウ
割賦,ワップ
手合い,テアイ
激震,ゲキシン
燗,カン
ワイシャツ,ワイシャツ
一片食,ヒトカタケ
跡敷,アトシキ
規範,キハン
夜なべ,ヨナベ
リビドー,リビドー
銃火,ジュウカ
別院,ベツイン
弟妹,テイマイ
様式,ヨウシキ
篆書,テンショ
デイ・ケア,デイケア
メイチュウ,メイチュウ
言辞,ゲンジ
低地,テイチ
抱腹,ホウフク
グスグズ,グスグズ
一眼,イチガン
生の緒,イキノヲ
音響,オンキョウ
人様,ヒトサマ
ルーティングアルゴリズム,ルーティングアルゴリズム
フェリーボート,フェリーボート
貰,モライ
明きがら,アキガラ
ゴールデンウイーク,ゴールデンウイーク
ヘタ,ヘタ
容積,ヨウセキ
あぐら,アグラ
笹竜胆,ササリンドウ
茶寮,サリョウ
茶寮,チャリョウ
ロ,ロ
梅桃,ユスラウメ
地の利,チノリ
鋼板,コウハン
おもいで,オモイデ
末派,マッバ
世道,セドウ
月夜,ツキヨ
家伝,カデン
雪なだれ,ユキナダレ
キハダ,キハダ
陰謀,インボウ
富強,フキョウ
パワー,パワー
奇談,キダン
副本,フクホン
鉄輪,テツリン
略伝,リャクデン
染め上り,ソメアガリ
手前勝手,テマエガッテ
王公,オウコウ
木精,モクセイ
マッチ,マッチ
試補,シホ
公平,コウヘイ
山吹き,ヤマブキ
弾丸,ダンガン
もろ差し,モロザシ
抜き足,ヌキアシ
薮鴬,ヤブウグイス
強精剤,キョウセイザイ
首途,シュト
首途,カドデ
コランダム,コランダム
リアリティ,リアリティ
宇高,ウコウ
洋酒,ヨウシュ
勤め先,ツトメサキ
ダックスフント,ダックスフント
毒筆,ドクヒツ
科挙,カキョ
下根,ゲコン
縁せき,エンセキ
わがまま,ワガママ
薗八節,ソノハチブシ
お決まり,オキマリ
チキン,チキン
生酢,キズ
寂寥,セキリョウ
徳政令,トクセイレイ
虎斑,トラフ
書店,ショテン
球児,キュウジ
純増,ジュンゾウ
角巻,カクマキ
自軍,ジグン
米飯,ベイハン
静ひつ,セイヒツ
キャプション,キャプション
渡し,ワタシ
連体詞,レンタイシ
鋭鋒,エイホウ
バンカー,バンカー
美人,ビジン
漁り,イサリ
唯々,イイ
筋力,キンリョク
夏蚕,ナツゴ
ヤエムグラ,ヤエムグラ
ヘクト,ヘクト
衽,オクミ
奇智,キチ
白みそ,シロミソ
故実,コジツ
パッチワーク,パッチワーク
必需,ヒツジュ
化物,バケモノ
砂壁,スナカベ
クロワッサン,クロワッサン
界線,カイセン
爆声,バクセイ
院長,インチョウ
奨め,ススメ
ピビンパ,ピビンパ
踏み石,フミイシ
万葉集,マンヨウシュウ
ノンバンク,ノンバンク
匂い,ニオイ
訥訥,トツトツ
れきじつ,レキジツ
シラカバ,シラカバ
巣箱,スバコ
脂質,シシツ
引立て役,ヒキタテヤク
馬連,バレン
イシタタキ,イシタタキ
瓦斯糸,ガスイト
システムエンジニア,システムエンジニア
山止め,ヤマドメ
フルベース,フルベース
頗る付き,スコブルツキ
もたれ合い,モタレアイ
代わり映え,カワリバエ
地均し,ジナラシ
雨冠,アメカンムリ
暴勇,ボウユウ
グリーン,グリーン
挟み撃ち,ハサミウチ
筋揉み,スジモミ
売気配,ウリケハイ
浮き腰,ウキゴシ
お作り,オツクリ
尾頭付き,オカシラツキ
肌,ハダ
肌,ハダエ
はなみ,ハナミ
梁,ハリ
梁,ヤナ
寧日,ネイジツ
皺腹,シワバラ
百度参り,ヒャクドマイリ
乙甲,メリカリ
ドラゴン,ドラゴン
けた送り,ケタオクリ
愛車,アイシャ
巨費,キョヒ
腰の物,コシノモノ
雄藩,ユウハン
ビデオ,ビデオ
褐色,カッショク
好敵手,コウテキシュ
複音,フクオン
箱書,ハコガキ
サブルーチン,サブルーチン
俳談,ハイダン
三筋の糸,ミスジノイト
清廉,セイレン
駒,コマ
貞淑,テイシュク
さらえ,サラエ
オウン,オウン
切り狂言,キリキョウゲン
深爪,フカヅメ
シナ,シナ
潮受,シオウケ
インテリジェンス,インテリジェンス
修道院,シュウドウイン
冷麦,ヒヤムギ
見直し,ミナオシ
カロリー,カロリー
作り物語,ツクリモノガタリ
芽,メ
見通し,ミトオシ
代かき,シロカキ
命脈,メイミャク
虫垂炎,チュウスイエン
ケースバイケース,ケースバイケース
図像,ズゾウ
ルーフ,ルーフ
豊水,ホウスイ
ビュッフェ,ビュッフェ
住持,ジュウジ
粗衣,ソイ
大内裏,ダイダイリ
しり上がり,シリアガリ
いた事,イタコト
エキシビション,エキシビション
名刺,メイシ
ゴボウ,ゴボウ
ワンダフル,ワンダフル
県政,ケンセイ
労政,ロウセイ
ざら場,ザラバ
ソファー,ソファー
障泥,アオリ
生壁,ナマカベ
アクシデント,アクシデント
銃弾,ジュウダン
オーダーメード,オーダーメード
しあい,シアイ
左角,ヒダリスミ
糖尿,トウニョウ
篦,ヘラ
もの,モノ
薬玉,クスダマ
日もち,ヒモチ
遅効,チコウ
働き蟻,ハタラキアリ
倒卵形,トウランケイ
懐紙,フトコロガミ
懐紙,カイシ
万策,バンサク
はいざん,ハイザン
話頭,ワトウ
前駆症状,ゼンクショウジョウ
雇員,コイン
三日坊主,ミッカボウズ
ビスマス,ビスマス
鳩羽鼠,ハトバネズミ
髷,マゲ
公労委,コウロウイ
訴件,ソケン
基部,キブ
張力,チョウリョク
符牒,フチョウ
ガールフレンド,ガールフレンド
